ID,Marked,Frame0,Frame1,Frame2,Frame3,Frame4,Frame5,Frame6,Frame7,Frame8,Frame9,Frame10,Frame11,Frame12,Frame13,Frame14,Frame15
1f4b484a158b1af3c3ae19e10406647e,1,"[[(314, 260), (386, 187)], [(318, 535), (354, 493)], [(134, 455), (178, 386)]]","[[(317, 495), (369, 534)], [(325, 258), (370, 189)], [(190, 385), (149, 450)]]","[[(309, 188), (351, 261)], [(305, 494), (365, 532)]]","[[(277, 189), (324, 257)], [(283, 494), (343, 533)]]","[[(243, 186), (293, 261)], [(254, 492), (309, 534)]]","[[(202, 190), (257, 260)], [(233, 488), (270, 533)]]","[[(169, 192), (222, 257)], [(211, 491), (233, 532)]]",N/M,"[[(346, 388), (385, 453)]]","[[(322, 387), (366, 455)]]","[[(293, 389), (328, 454)]]","[[(254, 381), (284, 453)]]","[[(210, 387), (242, 454)]]","[[(172, 455), (202, 386)], [(247, 256), (310, 185)]]","[[(142, 454), (182, 386)], [(278, 258), (350, 187)]]","[[(130, 454), (173, 385)], [(302, 260), (375, 189)]]"
1f4da8ca19b76a5106af87e00f0113f1,1,"[[(162, 473), (123, 523)], [(204, 459), (252, 390)]]","[[(146, 476), (178, 525)], [(202, 388), (244, 460)]]","[[(179, 477), (206, 525)], [(186, 383), (245, 460)]]","[[(184, 387), (259, 463)], [(220, 492), (246, 521)]]",N/M,N/M,"[[(350, 289), (392, 251)]]","[[(311, 291), (366, 249)]]","[[(262, 291), (324, 249)], [(389, 475), (370, 515)]]","[[(272, 249), (211, 290)], [(362, 472), (336, 519)]]","[[(224, 250), (170, 290)], [(334, 469), (293, 522)]]","[[(296, 472), (241, 523)]]","[[(189, 475), (260, 521)], [(258, 438), (318, 392)]]","[[(149, 520), (216, 473)], [(241, 440), (313, 391)]]","[[(124, 523), (182, 472)], [(226, 442), (301, 393)]]","[[(114, 522), (162, 470)], [(206, 446), (279, 393)]]"
203048c0dd673ed912a09dbe0d82bcd4,1,N/M,"[[(359, 598), (378, 639)]]","[[(353, 597), (375, 641)]]","[[(323, 593), (358, 640)]]","[[(283, 594), (338, 636)]]","[[(230, 639), (298, 598)]]","[[(188, 636), (252, 597)]]","[[(169, 640), (205, 599)]]","[[(174, 643), (146, 605)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M
20bcf7a09526fc6e666c7276c4617831,1,N/M,N/M,N/M,N/M,N/M,"[[(372, 188), (310, 136)]]","[[(413, 188), (340, 134)]]","[[(425, 189), (352, 133)]]","[[(403, 189), (355, 132)]]","[[(382, 191), (342, 134)]]","[[(344, 133), (302, 187)]]","[[(304, 137), (254, 185)]]","[[(256, 132), (194, 185)]]","[[(206, 133), (156, 176)]]",N/M,N/M
227c865074c91b6a1f51ee7b5e3b8eec,1,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(331, 377), (384, 433)]]","[[(357, 432), (292, 373)]]","[[(333, 429), (246, 375)]]","[[(288, 430), (198, 374)]]","[[(245, 376), (164, 430)]]","[[(209, 377), (152, 431)]]","[[(184, 373), (138, 429)]]",N/M,N/M
239ca19250385147d033bd627592c582,1,"[[(301, 347), (345, 283)]]","[[(299, 347), (350, 287)]]","[[(280, 350), (338, 289)], [(247, 608), (274, 557)]]","[[(285, 605), (307, 560)], [(262, 349), (308, 293)]]","[[(230, 349), (278, 293)], [(318, 603), (340, 557)]]","[[(212, 347), (252, 293)], [(336, 606), (370, 556)]]","[[(195, 349), (234, 294)], [(343, 607), (389, 556)]]","[[(189, 349), (214, 296)], [(332, 558), (397, 604)]]","[[(311, 556), (382, 605)]]","[[(280, 557), (348, 605)]]","[[(241, 558), (294, 604)]]","[[(201, 558), (242, 605)]]","[[(162, 553), (194, 606)]]","[[(131, 555), (159, 604)]]","[[(114, 556), (141, 604)]]",N/M
23a0a0190b519b05aa748e6172728e15,1,"[[(198, 467), (160, 520)], [(182, 611), (216, 548)]]","[[(210, 613), (233, 547)]]",N/M,N/M,N/M,N/M,N/M,"[[(348, 467), (381, 522)], [(315, 545), (340, 614)]]","[[(332, 517), (360, 456)], [(303, 552), (324, 609)]]","[[(308, 517), (342, 461)], [(331, 541), (357, 608)]]","[[(274, 525), (325, 459)], [(287, 544), (311, 605)]]","[[(231, 526), (296, 461)], [(238, 607), (269, 543)]]","[[(234, 541), (185, 606)], [(277, 465), (218, 493)]]","[[(175, 462), (244, 498)], [(198, 541), (144, 609)]]","[[(238, 469), (164, 494)], [(156, 538), (120, 606)]]","[[(214, 469), (165, 499)]]"
23c57949a96da1057a7cd07516a9606c,1,"[[(337, 237), (404, 187)]]","[[(353, 239), (400, 193)]]","[[(343, 239), (370, 189)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(294, 234), (358, 190)]]","[[(324, 238), (386, 189)]]"
23f25d09a5d8bf0d21df31ee78bd848a,1,"[[(354, 565), (395, 642)]]","[[(410, 565), (362, 644)]]","[[(354, 562), (414, 646)], [(251, 525), (279, 593)], [(366, 519), (387, 552)]]","[[(332, 565), (396, 647)], [(370, 519), (342, 559)], [(323, 590), (299, 531)]]","[[(284, 567), (350, 644)], [(355, 517), (306, 552)]]","[[(230, 566), (300, 645)], [(352, 530), (378, 588)], [(315, 517), (254, 557)]]","[[(361, 529), (388, 589)], [(247, 647), (186, 564)], [(277, 521), (206, 561)]]","[[(352, 527), (386, 590)], [(194, 562), (150, 648)], [(236, 521), (163, 557)]]","[[(326, 525), (360, 590)], [(192, 526), (145, 585)], [(118, 567), (155, 644)]]","[[(321, 525), (282, 591)], [(174, 522), (127, 584)], [(97, 570), (128, 641)]]","[[(267, 590), (242, 522)], [(128, 641), (101, 573)], [(172, 587), (131, 520)]]","[[(218, 585), (196, 528)], [(121, 645), (148, 573)], [(178, 587), (149, 523)]]","[[(153, 586), (182, 529)], [(205, 639), (225, 579)]]","[[(246, 641), (278, 566)], [(124, 587), (152, 529)]]","[[(290, 644), (328, 564)]]","[[(331, 645), (367, 566)]]"
24094a279155bfa04eb2a939eb4fcedd,1,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(436, 176), (340, 210)]]","[[(410, 173), (312, 205)]]","[[(349, 175), (273, 198)]]",N/M,N/M,N/M,N/M,N/M
2477652da373365720ae7bdc907e640d,1,"[[(198, 547), (154, 581)], [(256, 340), (323, 305)], [(328, 134), (387, 183)]]","[[(315, 340), (238, 307)], [(214, 582), (174, 541)], [(302, 134), (370, 181)]]","[[(302, 342), (232, 303)], [(281, 133), (318, 171)]]","[[(283, 304), (218, 338)], [(274, 169), (234, 123)]]","[[(234, 307), (264, 343)]]","[[(222, 301), (251, 343)]]","[[(205, 301), (232, 343)]]","[[(198, 298), (222, 336)]]",N/M,N/M,N/M,"[[(245, 577), (264, 523)]]","[[(282, 340), (302, 296)], [(194, 576), (232, 524)]]","[[(283, 300), (308, 344)], [(150, 575), (199, 526)]]","[[(201, 583), (127, 526)], [(277, 341), (302, 300)], [(325, 144), (386, 179)]]","[[(192, 581), (127, 533)], [(268, 303), (296, 341)], [(339, 140), (405, 181)]]"
24af64dae601a79a37f97463e1fc468d,1,"[[(67, 169), (134, 210)], [(310, 359), (355, 412)]]","[[(320, 352), (367, 409)], [(87, 166), (163, 208)]]","[[(320, 349), (372, 416)]]","[[(306, 351), (373, 409)]]","[[(342, 273), (365, 222)], [(286, 352), (371, 410)]]","[[(328, 273), (371, 211)], [(336, 349), (254, 410)]]","[[(300, 271), (360, 215)], [(294, 353), (224, 411)]]","[[(246, 353), (201, 406)], [(262, 267), (338, 215)]]","[[(301, 217), (220, 270)], [(203, 358), (167, 407)]]","[[(259, 218), (182, 269)]]","[[(222, 215), (151, 270)]]","[[(195, 211), (147, 272)]]","[[(178, 210), (156, 272)]]","[[(180, 166), (198, 210)]]","[[(119, 162), (167, 205)]]","[[(77, 167), (143, 199)], [(299, 367), (324, 408)]]"
24ec60a9ea553984849b791abd141986,1,"[[(170, 282), (265, 225)]]","[[(251, 226), (161, 281)]]","[[(250, 233), (183, 281)]]","[[(241, 236), (197, 285)]]","[[(243, 235), (194, 282)]]",N/M,"[[(362, 413), (400, 470)]]","[[(358, 408), (408, 471)]]","[[(322, 403), (403, 471)]]","[[(275, 399), (388, 468)]]","[[(224, 394), (345, 470)]]","[[(187, 398), (282, 465)]]","[[(150, 401), (224, 466)]]","[[(170, 398), (134, 461)], [(237, 225), (304, 283)]]","[[(212, 232), (286, 286)]]","[[(187, 231), (274, 281)]]"
255061b8296ef90d2a885e55cbf63c7a,1,"[[(215, 402), (283, 449)]]","[[(204, 401), (275, 450)]]","[[(259, 450), (199, 399)]]","[[(219, 404), (254, 453)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(257, 449), (305, 399)]]","[[(243, 453), (299, 399)]]","[[(232, 450), (299, 403)]]"
256c90cabcc0d341326430f3e78abcff,1,"[[(231, 297), (302, 260)], [(171, 158), (116, 199)]]","[[(294, 262), (223, 297)], [(174, 160), (126, 204)]]","[[(278, 261), (214, 300)], [(189, 165), (140, 205)]]","[[(261, 261), (215, 297)], [(229, 204), (178, 152)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(315, 189), (351, 145)]]","[[(265, 194), (312, 151)], [(262, 257), (308, 299)]]","[[(211, 199), (274, 147)], [(259, 257), (314, 297)]]","[[(252, 254), (316, 299)], [(210, 157), (163, 197)]]","[[(186, 159), (130, 197)], [(244, 258), (308, 298)]]"
25ebd1168a425e78a727983e63171b76,1,N/M,N/M,N/M,N/M,N/M,"[[(342, 153), (294, 113)]]","[[(375, 153), (328, 110)]]","[[(401, 153), (350, 109)]]","[[(398, 154), (349, 109)]]","[[(373, 113), (332, 156)]]","[[(334, 110), (294, 153)]]","[[(291, 110), (262, 145)]]","[[(246, 111), (208, 143)]]","[[(197, 112), (154, 146)]]","[[(159, 110), (123, 138)]]",N/M
2611291b0e0dba2c1ae84bff39a6cdc0,1,"[[(222, 241), (311, 290)], [(176, 142), (106, 191)]]","[[(180, 139), (97, 201)], [(226, 243), (308, 293)]]","[[(186, 141), (118, 203)], [(297, 238), (230, 282)]]","[[(161, 140), (227, 201)], [(290, 234), (229, 285)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(268, 186), (296, 132)], [(243, 234), (281, 282)]]","[[(257, 134), (205, 194)], [(234, 231), (295, 287)]]","[[(217, 230), (297, 290)], [(218, 141), (154, 191)]]","[[(309, 239), (220, 287)], [(190, 143), (121, 199)]]"
26585aa9e5587e0975292c500f63b2df,1,"[[(183, 464), (159, 524)]]","[[(178, 465), (211, 523)]]","[[(210, 466), (238, 521)]]","[[(241, 465), (270, 515)]]",N/M,N/M,N/M,N/M,N/M,"[[(337, 461), (310, 515)]]","[[(303, 461), (269, 518)]]","[[(268, 461), (224, 521)]]","[[(234, 463), (183, 523)]]","[[(206, 462), (152, 525)]]","[[(188, 461), (139, 525)]]","[[(182, 461), (146, 526)]]"
26b9303a58996e740e54f67f3ec91fdd,1,"[[(140, 101), (108, 121)]]",N/M,N/M,"[[(315, 156), (367, 220)]]","[[(261, 155), (337, 233)]]","[[(168, 161), (270, 226)]]","[[(99, 159), (218, 228)]]","[[(342, 440), (374, 495)], [(64, 161), (175, 231)], [(342, 102), (392, 129)]]","[[(334, 437), (369, 504)], [(366, 99), (411, 125)]]","[[(309, 435), (355, 504)], [(374, 97), (420, 125)]]","[[(275, 435), (349, 501)], [(345, 98), (405, 126)]]","[[(321, 435), (227, 504)], [(295, 97), (368, 129)]]","[[(277, 436), (185, 502)], [(282, 97), (245, 125)]]","[[(180, 437), (233, 501)], [(246, 98), (187, 125)]]","[[(196, 437), (165, 499)], [(192, 97), (144, 125)]]","[[(141, 438), (168, 495)], [(155, 100), (114, 119)]]"
26d4eecc765375fb89e32aac4fd73bb2,1,"[[(202, 381), (289, 432)]]","[[(198, 380), (275, 431)]]","[[(197, 377), (257, 429)]]","[[(225, 428), (252, 376)]]",N/M,N/M,N/M,N/M,"[[(338, 447), (365, 509)]]","[[(314, 511), (346, 445)]]","[[(276, 515), (314, 444)]]","[[(233, 515), (271, 444)]]","[[(190, 514), (231, 445)], [(278, 432), (297, 377)]]","[[(159, 517), (194, 444)], [(252, 433), (299, 377)]]","[[(150, 520), (178, 445)], [(235, 432), (292, 383)]]","[[(142, 520), (169, 446)], [(218, 430), (298, 381)]]"
26d63758f946b7eaf3193fe507b08571,1,"[[(178, 486), (155, 520)]]",N/M,"[[(367, 601), (325, 637)]]","[[(347, 601), (297, 637)]]","[[(322, 601), (258, 639)]]","[[(278, 595), (222, 638)]]","[[(235, 597), (194, 639)]]","[[(351, 463), (384, 515)], [(198, 598), (170, 641)]]","[[(345, 469), (382, 516)]]","[[(362, 468), (327, 521)]]","[[(354, 469), (292, 522)]]","[[(314, 472), (249, 523)]]","[[(290, 472), (182, 529)]]","[[(248, 476), (147, 521)]]","[[(215, 481), (155, 526)]]","[[(190, 484), (150, 522)]]"
2716ff9ee1b31351e8f74c7373f96933,1,N/M,N/M,N/M,N/M,N/M,"[[(318, 203), (371, 264)]]","[[(285, 209), (355, 258)]]","[[(246, 209), (326, 260)]]","[[(204, 209), (287, 258)]]","[[(171, 209), (251, 259)]]","[[(222, 203), (154, 262)]]","[[(197, 202), (146, 265)]]",N/M,N/M,N/M,N/M
27f414ee2e4101d5b5843ad208dcff47,1,"[[(215, 405), (238, 468)]]","[[(206, 405), (242, 465)], [(325, 366), (370, 431)]]","[[(212, 407), (250, 468)], [(314, 363), (362, 431)]]","[[(218, 402), (262, 466)], [(290, 361), (354, 432)]]","[[(255, 361), (355, 429)]]","[[(214, 361), (317, 430)]]","[[(267, 355), (195, 427)]]","[[(217, 357), (172, 421)]]","[[(179, 363), (152, 421)]]",N/M,N/M,N/M,N/M,"[[(230, 461), (266, 408)]]","[[(218, 472), (251, 405)]]","[[(209, 468), (239, 405)]]"
27f74a39f143310891c9d014382e02c4,1,"[[(309, 493), (344, 536)]]","[[(311, 493), (366, 534)]]","[[(304, 492), (366, 531)]]","[[(286, 493), (347, 532)]]","[[(265, 490), (320, 533)]]","[[(246, 486), (285, 535)]]","[[(218, 489), (244, 535)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M
281de4301c55e07dc7e2428a9b25ad11,1,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(122, 113), (151, 157)]]","[[(111, 113), (153, 158)]]","[[(177, 113), (125, 158)]]","[[(222, 106), (166, 141)]]",N/M,N/M,N/M,N/M,N/M
282fe959037fa4b3fabdfe2d533d95da,1,"[[(247, 316), (172, 353)]]","[[(225, 313), (158, 356)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(286, 310), (361, 354)]]","[[(333, 313), (257, 350)]]","[[(306, 317), (228, 353)]]","[[(282, 313), (200, 353)]]"
2872652fb050107f03868be2e3db645b,1,"[[(163, 601), (137, 638)]]",N/M,N/M,N/M,N/M,N/M,"[[(370, 602), (394, 640)]]","[[(362, 601), (392, 642)]]","[[(338, 602), (372, 644)]]","[[(346, 602), (297, 641)]]","[[(306, 605), (249, 646)]]","[[(261, 604), (198, 641)]]","[[(216, 603), (160, 639)]]","[[(179, 607), (131, 641)]]","[[(152, 605), (115, 647)]]","[[(149, 594), (121, 637)]]"
288e7f2df786c177ef34c92770cb7940,1,"[[(185, 527), (99, 585)]]","[[(209, 533), (138, 589)]]","[[(245, 536), (186, 587)]]",N/M,N/M,N/M,N/M,N/M,N/M,"[[(425, 166), (325, 229)]]","[[(353, 171), (264, 229)]]","[[(270, 175), (204, 224)]]","[[(198, 528), (239, 586)], [(188, 173), (144, 229)]]","[[(147, 524), (198, 592)]]","[[(110, 531), (171, 591)]]","[[(94, 585), (177, 533)]]"
28963ab78126f965b9b3867386698bc1,1,N/M,N/M,"[[(377, 559), (404, 598)]]","[[(357, 559), (379, 597)]]","[[(313, 553), (335, 593)]]","[[(258, 551), (299, 599)]]","[[(266, 552), (201, 599)]]","[[(221, 552), (154, 597)]]","[[(186, 553), (131, 597)], [(310, 374), (346, 434)]]","[[(362, 372), (280, 441)], [(166, 553), (128, 600)]]","[[(342, 376), (250, 441)], [(162, 550), (132, 597)]]","[[(308, 377), (207, 443)], [(169, 559), (142, 601)]]","[[(266, 381), (176, 437)]]","[[(226, 379), (170, 433)]]","[[(207, 381), (162, 427)]]",N/M
2900769185415b5667cb0fc2a28e0e86,1,N/M,N/M,N/M,N/M,N/M,"[[(322, 259), (352, 281)]]","[[(365, 255), (292, 277)]]","[[(355, 244), (250, 281)]]","[[(329, 248), (211, 285)]]","[[(292, 247), (176, 281)], [(234, 444), (254, 473)]]","[[(246, 249), (163, 278)]]","[[(205, 249), (174, 272)]]",N/M,"[[(290, 441), (232, 493)]]","[[(287, 442), (228, 489)]]","[[(282, 443), (242, 493)]]"
29347e411bf028cb0dc54268bd1482df,1,"[[(224, 322), (134, 350)], [(156, 469), (126, 518)]]","[[(224, 321), (169, 348)], [(145, 470), (175, 517)]]","[[(235, 318), (195, 346)]]","[[(214, 317), (247, 344)]]",N/M,"[[(297, 131), (329, 172)]]","[[(329, 132), (378, 170)]]","[[(361, 463), (393, 517)], [(358, 140), (405, 184)]]","[[(345, 321), (386, 353)], [(339, 461), (378, 519)], [(364, 135), (415, 182)]]","[[(312, 319), (362, 355)], [(303, 457), (354, 530)], [(358, 137), (402, 183)]]","[[(274, 319), (321, 357)], [(252, 452), (330, 519)], [(336, 183), (376, 130)]]","[[(303, 320), (234, 353)], [(299, 459), (201, 519)], [(330, 133), (289, 185)]]","[[(285, 319), (202, 353)], [(247, 460), (166, 520)], [(281, 135), (238, 178)]]","[[(266, 321), (154, 359)], [(147, 456), (202, 519)], [(237, 134), (193, 174)]]","[[(252, 322), (138, 353)], [(174, 461), (138, 516)]]","[[(236, 323), (131, 349)], [(162, 466), (124, 518)]]"
296915b4ab06ae914c1f853cc0b15761,1,"[[(330, 289), (362, 360)]]","[[(334, 285), (374, 362)]]","[[(318, 363), (367, 285)]]","[[(296, 365), (345, 288)]]","[[(273, 360), (309, 286)]]","[[(270, 284), (222, 361)], [(350, 531), (386, 592)]]","[[(237, 286), (192, 361)], [(352, 532), (392, 595)]]","[[(345, 531), (385, 592)], [(168, 287), (206, 360)]]","[[(151, 285), (187, 358)], [(319, 529), (355, 589)]]","[[(150, 296), (176, 358)], [(278, 532), (310, 591)]]","[[(233, 533), (262, 593)]]","[[(220, 529), (188, 589)]]","[[(182, 529), (144, 591)]]","[[(160, 529), (128, 586)]]",N/M,"[[(310, 361), (345, 288)]]"
29b2f320f282101f0e1b7611d0269e56,1,"[[(84, 189), (42, 121)]]","[[(113, 186), (66, 121)]]","[[(166, 182), (107, 121)]]","[[(219, 180), (161, 119)]]",N/M,N/M,N/M,N/M,"[[(344, 466), (371, 506)]]","[[(304, 463), (356, 506)]]","[[(320, 464), (257, 505)]]","[[(258, 463), (212, 506)]]","[[(211, 461), (175, 505)], [(257, 161), (294, 117)]]","[[(180, 154), (211, 121)]]",N/M,N/M
29ea6e017d4f430832499a6ee9196bb0,1,N/M,N/M,"[[(360, 329), (385, 284)]]","[[(340, 330), (370, 289)]]","[[(323, 330), (357, 287)]]","[[(284, 332), (344, 288)]]","[[(238, 333), (310, 286)]]","[[(262, 335), (195, 285)]]","[[(458, 165), (382, 207)], [(218, 333), (150, 286)]]","[[(436, 168), (331, 211)], [(183, 331), (154, 293)]]","[[(382, 173), (279, 209)], [(129, 291), (164, 333)]]","[[(303, 165), (222, 209)]]","[[(222, 167), (134, 209)]]",N/M,N/M,N/M
2a1a3dd5e6cd896e85ba8eec69f2744b,1,"[[(119, 581), (154, 650)]]","[[(162, 584), (198, 643)]]","[[(206, 588), (243, 638)]]","[[(255, 589), (290, 633)]]",N/M,"[[(285, 519), (326, 562)]]","[[(226, 517), (286, 561)], [(331, 121), (385, 153)], [(438, 585), (386, 606)]]","[[(241, 518), (178, 561)], [(386, 580), (430, 609)], [(407, 157), (342, 119)]]","[[(362, 122), (406, 158)], [(361, 581), (397, 641)], [(198, 522), (147, 561)]]","[[(318, 120), (379, 161)], [(310, 578), (356, 643)], [(178, 523), (134, 559)]]","[[(282, 115), (333, 161)], [(249, 579), (304, 653)]]","[[(248, 115), (271, 155)], [(184, 579), (247, 645)]]","[[(122, 575), (194, 647)], [(218, 116), (191, 155)]]","[[(167, 121), (145, 154)], [(94, 576), (148, 649)]]","[[(168, 133), (145, 161)], [(136, 586), (93, 651)]]","[[(132, 159), (161, 127)], [(94, 574), (134, 647)]]"
2a3e4e05c9fdc57f6b67fa9a1c3c808a,1,N/M,N/M,N/M,"[[(350, 362), (389, 426)]]","[[(331, 359), (374, 427)]]","[[(310, 357), (362, 430)]]","[[(272, 361), (329, 429)]]","[[(300, 361), (226, 429)]]","[[(430, 181), (366, 236)], [(256, 365), (190, 426)]]","[[(411, 185), (328, 240)], [(218, 360), (165, 424)]]","[[(361, 185), (278, 241)], [(194, 362), (140, 423)]]","[[(299, 184), (222, 241)], [(174, 366), (122, 426)]]",N/M,N/M,N/M,N/M
2a5f89711276f4e64df69d76f10708b5,1,N/M,N/M,N/M,"[[(355, 145), (382, 207)]]","[[(312, 142), (360, 205)]]","[[(255, 137), (318, 205)]]","[[(202, 141), (274, 203)]]","[[(153, 137), (233, 205)]]","[[(111, 141), (193, 205)]]","[[(94, 139), (165, 208)]]","[[(102, 142), (161, 205)]]","[[(131, 143), (166, 204)]]",N/M,N/M,N/M,N/M
2a8bd2653b76d9bb771adccd4037e17b,1,"[[(145, 526), (190, 578)]]","[[(223, 531), (173, 577)]]","[[(257, 533), (222, 581)]]","[[(288, 531), (262, 582)]]","[[(339, 530), (365, 583)]]","[[(289, 533), (335, 581)]]","[[(234, 535), (292, 583)]]","[[(176, 533), (242, 582)]]","[[(125, 534), (194, 584)]]","[[(125, 540), (156, 582)]]","[[(116, 538), (146, 579)]]","[[(242, 525), (265, 573)]]","[[(194, 525), (221, 573)]]","[[(150, 527), (184, 573)]]","[[(167, 531), (125, 573)]]","[[(174, 527), (128, 574)]]"
2ada4f0d6f9c06f8003147505e5ab76f,1,"[[(299, 573), (334, 625)]]",N/M,N/M,N/M,N/M,N/M,"[[(282, 573), (254, 623)]]","[[(250, 572), (210, 624)]]","[[(225, 569), (174, 626)]]","[[(204, 573), (155, 626)]]","[[(192, 569), (148, 625)]]","[[(191, 568), (141, 632)]]",N/M,"[[(188, 566), (226, 625)]]","[[(223, 567), (268, 624)]]","[[(261, 573), (298, 623)]]"
2adbc01f4fb001d190cb220079444d74,1,N/M,N/M,N/M,N/M,N/M,"[[(204, 90), (226, 135)]]","[[(247, 643), (263, 578)], [(142, 89), (164, 133)]]","[[(199, 645), (229, 573)], [(90, 91), (142, 140)]]","[[(163, 651), (202, 568)], [(71, 91), (130, 141)]]","[[(146, 652), (182, 565)], [(84, 93), (148, 140)]]","[[(144, 647), (177, 550)], [(186, 95), (114, 141)]]","[[(146, 644), (189, 546)]]",N/M,N/M,N/M,N/M
2b19f9c03a3a690ace57d7ef2d1de91c,1,"[[(140, 353), (172, 395)], [(422, 162), (323, 232)]]","[[(325, 520), (358, 468)]]","[[(308, 472), (360, 518)], [(374, 231), (328, 165)]]","[[(346, 517), (274, 468)], [(323, 222), (293, 171)]]","[[(321, 515), (239, 469)], [(220, 174), (272, 222)]]","[[(272, 515), (200, 473)], [(153, 176), (223, 225)]]","[[(228, 516), (196, 468)], [(98, 179), (175, 225)]]",N/M,"[[(342, 351), (377, 403)]]","[[(322, 349), (375, 406)]]","[[(294, 347), (347, 404)]]","[[(254, 349), (330, 399)]]","[[(293, 355), (212, 400)]]","[[(246, 353), (178, 401)]]","[[(210, 357), (155, 402)], [(390, 169), (305, 227)]]","[[(180, 359), (149, 398)], [(417, 166), (322, 225)]]"
2c88b957986303deea705b852729b52b,1,"[[(162, 590), (193, 641)]]","[[(176, 590), (214, 635)]]","[[(253, 588), (202, 636)], [(334, 333), (355, 281)]]","[[(286, 593), (242, 632)], [(368, 273), (326, 344)]]","[[(377, 274), (305, 345)]]","[[(350, 270), (281, 345)], [(370, 632), (318, 585)]]","[[(378, 632), (333, 587)], [(308, 269), (252, 347)]]","[[(262, 268), (215, 347)], [(324, 582), (366, 631)]]","[[(193, 269), (227, 349)], [(312, 577), (344, 631)]]","[[(291, 587), (308, 630)], [(163, 266), (204, 348)]]","[[(147, 268), (190, 344)]]","[[(149, 276), (197, 348)]]","[[(161, 279), (198, 339)]]",N/M,N/M,N/M
2c90c718d45bd99dc5a796dfe8089fe1,1,"[[(286, 490), (250, 437)]]","[[(277, 484), (254, 437)]]",N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(287, 491), (236, 445)]]","[[(287, 490), (236, 440)]]","[[(284, 495), (250, 441)]]"
2d169e0e2b9822776ec5577c2fe8283e,1,"[[(126, 610), (174, 545)]]",N/M,N/M,N/M,N/M,"[[(342, 276), (373, 316)]]","[[(326, 272), (363, 315)]]","[[(299, 272), (364, 309)]]","[[(406, 600), (374, 654)], [(262, 271), (332, 308)]]","[[(370, 585), (335, 646)], [(221, 272), (287, 307)]]","[[(318, 585), (274, 645)], [(238, 269), (187, 312)]]","[[(254, 585), (216, 649)], [(202, 309), (165, 269)]]","[[(196, 581), (152, 651)]]",N/M,N/M,"[[(108, 619), (162, 546)]]"
2d90d211af56b5ebf7e5b435cb1c24ec,1,"[[(339, 521), (370, 455)]]","[[(321, 519), (360, 454)]]","[[(293, 519), (352, 453)]]","[[(255, 450), (337, 516)]]","[[(214, 452), (306, 514)]]","[[(178, 448), (280, 516)]]","[[(250, 519), (155, 446)]]","[[(216, 516), (149, 445)]]","[[(198, 513), (139, 445)]]","[[(184, 517), (146, 446)]]","[[(188, 508), (152, 441)], [(307, 361), (374, 414)]]","[[(271, 361), (339, 414)]]","[[(302, 365), (222, 415)]]","[[(185, 365), (254, 415)]]","[[(217, 371), (154, 416)]]","[[(342, 518), (373, 455)]]"
2dbf7c7d0ad9984ff13bc4230b934e9f,1,N/M,N/M,N/M,N/M,N/M,N/M,N/M,"[[(442, 188), (401, 232)]]","[[(440, 189), (392, 233)]]","[[(418, 189), (342, 249)]]","[[(367, 191), (283, 245)]]","[[(299, 192), (218, 246)]]","[[(225, 189), (161, 249)]]","[[(156, 192), (111, 247)]]","[[(86, 191), (112, 246)]]",N/M
2ddf94a656b16182bdaaaf0155a561be,1,N/M,N/M,N/M,N/M,N/M,"[[(289, 86), (385, 144)]]","[[(320, 82), (422, 145)]]","[[(336, 81), (435, 144)]]","[[(340, 84), (426, 145)]]","[[(324, 81), (394, 145)]]","[[(291, 84), (344, 145)], [(261, 230), (304, 272)]]","[[(309, 74), (239, 145)], [(225, 227), (285, 280)]]","[[(259, 83), (174, 142)], [(190, 223), (270, 277)]]","[[(214, 81), (129, 141)], [(162, 228), (251, 278)]]","[[(153, 227), (230, 276)]]",N/M
2e5d65a90889911779e6badd3239603a,1,N/M,N/M,N/M,"[[(342, 651), (365, 598)]]","[[(318, 648), (353, 607)], [(326, 240), (384, 297)]]","[[(290, 605), (230, 645)], [(309, 235), (383, 294)]]","[[(250, 602), (190, 653)], [(379, 288), (292, 241)]]","[[(250, 241), (345, 290)], [(203, 605), (153, 650)]]","[[(214, 244), (301, 289)]]","[[(262, 238), (172, 289)]]","[[(224, 237), (141, 290)]]","[[(200, 242), (135, 290)]]",N/M,N/M,N/M,N/M
